label,country,admin1,admin2,collection_date,location
SRR32416381|A/Barn_Owl/CA/25-003273-002-original/2025|H5N1|USA-CA|Unknown|2025-01-17|wild_avian|D1.1,USA,CA,Unknown,2025-01-17,USA_CA_Unknown
SRR32416383|A/Western_Gull/CA/25-003273-005-original/2025|H5N1|USA-CA|Unknown|2025-01-17|wild_avian|D1.1,USA,CA,Unknown,2025-01-17,USA_CA_Unknown
SRR32416384|A/Vulture/CA/25-003065-001-original/2025|H5N1|USA-CA|Unknown|2025-01-20|wild_avian|D1.1,USA,CA,Unknown,2025-01-20,USA_CA_Unknown
SRR32416392|A/Black-crowned_Night-Heron/CA/25-003270-001-original/2025|H5N1|USA-CA|Unknown|2025-01-17|wild_avian|D1.1,USA,CA,Unknown,2025-01-17,USA_CA_Unknown
SRR32416412|A/Red-tailed_Hawk/CA/25-003487-001-original/2025|H5N1|USA-CA|Unknown|2025-01-17|wild_avian|D1.1,USA,CA,Unknown,2025-01-17,USA_CA_Unknown
SRR32416462|A/Peregrine_Falcon/CA/25-003269-001-original/2025|H5N1|USA-CA|Unknown|2025-01-15|wild_avian|D1.1,USA,CA,Unknown,2025-01-15,USA_CA_Unknown
SRR32416467|A/Owl/CA/24-037804-001-original/2024|H5N1|USA-CA|Unknown|2024-12-11|wild_avian|D1.1,USA,CA,Unknown,2024-12-11,USA_CA_Unknown
SRR32512842|A/chicken/CA/25-004955-002-original/2025|H5N1|USA-CA|Unknown|2025-02-06|domestic_avian|D1.1,USA,CA,Unknown,2025-02-06,USA_CA_Unknown
SRR32654090|A/Western_Gull/CA/25-002655-001-original/2024|H5N1|USA-CA|Unknown|2024-11-13|wild_avian|D1.1,USA,CA,Unknown,2024-11-13,USA_CA_Unknown
SRR32654151|A/chicken/CA/25-003060-001-original/2024|H5N1|USA-CA|Unknown|2024-12-21|domestic_avian|D1.1,USA,CA,Unknown,2024-12-21,USA_CA_Unknown
SRR33029746|A/goose/CA/24-035866-001-original/2024|H5N1|USA-CA|Unknown|2024-11-20|domestic_avian|D1.1,USA,CA,Unknown,2024-11-20,USA_CA_Unknown
SRR33029786|A/Turkey/CA/25-010285-002-original/2025|H5N1|USA-CA|Unknown|2025-03-07|domestic_avian|D1.1,USA,CA,Unknown,2025-03-07,USA_CA_Unknown
SRR33029788|A/Turkey_Vulture/CA/25-010287-001-original/2025|H5N1|USA-CA|Unknown|2025-03-05|wild_avian|D1.1,USA,CA,Unknown,2025-03-05,USA_CA_Unknown
SRR33029796|A/Snow_Goose/CA/25-010290-001-original/2025|H5N1|USA-CA|Unknown|2025-03-07|wild_avian|D1.1,USA,CA,Unknown,2025-03-07,USA_CA_Unknown
SRR33029831|A/Common_Raven/CA/25-010286-002-original/2025|H5N1|USA-CA|Unknown|2025-03-06|wild_avian|D1.1,USA,CA,Unknown,2025-03-06,USA_CA_Unknown
SRR33125060|A/Herring_Gull/CA/25-004499-003-original/2025|H5N1|USA-CA|Unknown|2025-01-24|wild_avian|D1.1,USA,CA,Unknown,2025-01-24,USA_CA_Unknown
SRR33125063|A/Great_Egret/CA/25-004497-007-original/2025|H5N1|USA-CA|Unknown|2025-01-22|wild_avian|D1.1,USA,CA,Unknown,2025-01-22,USA_CA_Unknown
SRR33125067|A/Great_Horned_Owl/CA/25-004499-001-original/2025|H5N1|USA-CA|Unknown|2025-01-24|wild_avian|D1.1,USA,CA,Unknown,2025-01-24,USA_CA_Unknown
SRR33125122|A/Red-tailed_Hawk/CA/25-004497-001-original/2025|H5N1|USA-CA|Unknown|2025-01-22|wild_avian|D1.1,USA,CA,Unknown,2025-01-22,USA_CA_Unknown
SRR33476772|A/Turkey_Vulture/CA/25-012989-006-original/2025|H5N1|USA-CA|Unknown|2025-02-27|wild_avian|D1.1,USA,CA,Unknown,2025-02-27,USA_CA_Unknown
SRR33476780|A/Skunk/CA/25-012991-001-original/2025|H5N1|USA-CA|Unknown|2025-01-23|other_mammal|D1.1,USA,CA,Unknown,2025-01-23,USA_CA_Unknown
SRR33476786|A/Red-tailed_Hawk/CA/25-012988-001-original/2025|H5N1|USA-CA|Unknown|2025-03-02|wild_avian|D1.1,USA,CA,Unknown,2025-03-02,USA_CA_Unknown
SRR33476794|A/Great_Horned_Owl/CA/25-012989-005-original/2025|H5N1|USA-CA|Unknown|2025-02-27|wild_avian|D1.1,USA,CA,Unknown,2025-02-27,USA_CA_Unknown
SRR33476796|A/Great_Horned_Owl/CA/25-012987-002-original/2025|H5N1|USA-CA|Unknown|2025-03-05|wild_avian|D1.1,USA,CA,Unknown,2025-03-05,USA_CA_Unknown
SRR33508784|A/Great_Horned_Owl/CA/25-010045-001-original/2025|H5N1|USA-CA|Unknown|2025-03-07|wild_avian|D1.1,USA,CA,Unknown,2025-03-07,USA_CA_Unknown
SRR33682331|A/Cougar/CA/25-014656-002-original/2025|H5N1|USA-CA|Unknown|2025-04-13|feline|D1.1,USA,CA,Unknown,2025-04-13,USA_CA_Unknown
SRR36162668|A/chicken/CA/25G03340-004-original/2025|H5N1|USA-CA|Unknown|2025-11-01|domestic_avian|D1.1,USA,CA,Unknown,2025-11-01,USA_CA_Unknown
SRR36209054|A/Turkey_Vulture/CA/25G03342-001-original/2025|H5N1|USA-CA|Unknown|2025-10-29|wild_avian|D1.1,USA,CA,Unknown,2025-10-29,USA_CA_Unknown
SRR36209055|A/Canada_Goose/CA/25G03341-001-original/2025|H5N1|USA-CA|Unknown|2025-10-29|wild_avian|D1.1,USA,CA,Unknown,2025-10-29,USA_CA_Unknown
SRR36209081|A/Ring-necked_Duck/CA/25G03081-005-original/2025|H5N1|USA-CA|Unknown|2025-10-20|wild_avian|D1.1,USA,CA,Unknown,2025-10-20,USA_CA_Unknown
SRR36211656|A/Canada_Goose/CA/25G02672-001-original/2025|H5N1|USA-CA|Unknown|2025-10-20|wild_avian|D1.1,USA,CA,Unknown,2025-10-20,USA_CA_Unknown
SRR36211959|A/Western_Gull/CA/25G02531-001-original/2025|H5N1|USA-CA|Unknown|2025-10-12|wild_avian|D1.1,USA,CA,Unknown,2025-10-12,USA_CA_Unknown
SRR36212534|A/Canada_Goose/CA/25G02734-001-original/2025|H5N1|USA-CA|Unknown|2025-10-22|wild_avian|D1.1,USA,CA,Unknown,2025-10-22,USA_CA_Unknown
SRR32254437|A/cackling_goose/CO/25-001453-001/2025|H5N1|USA-CO|Larimer|2025-01-10|wild_avian|D1.1,USA,CO,Larimer,2025-01-10,USA_CO_Larimer
SRR32254489|A/cackling_goose/CO/25-000848-001/2025|H5N1|USA-CO|Weld|2025-01-07|wild_avian|D1.1,USA,CO,Weld,2025-01-07,USA_CO_Weld
SRR32512527|A/canada_goose/CO/25-003686-001/2025|H5N1|USA-CO|Larimer|2025-01-27|wild_avian|D1.1,USA,CO,Larimer,2025-01-27,USA_CO_Larimer
SRR32512556|A/cackling_goose/CO/25-004302-001/2025|H5N1|USA-CO|Weld|2025-02-02|wild_avian|D1.1,USA,CO,Weld,2025-02-02,USA_CO_Weld
SRR32512607|A/canada_goose/CO/25-003832-001/2025|H5N1|USA-CO|Chaffee|2025-01-27|wild_avian|D1.1,USA,CO,Chaffee,2025-01-27,USA_CO_Chaffee
SRR32512652|A/canada_goose/CO/25-004839-002/2025|H5N1|USA-CO|Larimer|2025-02-05|wild_avian|D1.1,USA,CO,Larimer,2025-02-05,USA_CO_Larimer
SRR32512653|A/canada_goose/CO/25-004839-001/2025|H5N1|USA-CO|Larimer|2025-02-05|wild_avian|D1.1,USA,CO,Larimer,2025-02-05,USA_CO_Larimer
SRR32512655|A/canada_goose/CO/25-004662-001/2025|H5N1|USA-CO|Larimer|2025-02-03|wild_avian|D1.1,USA,CO,Larimer,2025-02-03,USA_CO_Larimer
SRR32512658|A/canada_goose/CO/25-004659-001/2025|H5N1|USA-CO|Weld|2025-02-05|wild_avian|D1.1,USA,CO,Weld,2025-02-05,USA_CO_Weld
SRR32513219|A/turkey_vulture/CO/25-004663-001/2025|H5N1|USA-CO|Larimer|2025-02-05|wild_avian|D1.1,USA,CO,Larimer,2025-02-05,USA_CO_Larimer
SRR32513282|A/red_tailed_hawk/CO/25-004838-001/2025|H5N1|USA-CO|Weld|2025-02-05|wild_avian|D1.1,USA,CO,Weld,2025-02-05,USA_CO_Weld
SRR32868752|A/Striped_skunk/CO/25-007992-001/2025|H5N1|USA-CO|Larimer|2025-02-28|other_mammal|D1.1,USA,CO,Larimer,2025-02-28,USA_CO_Larimer
SRR33318483|A/skunk/CO/25-011279-001/2025|H5N1|USA-CO|Larimer|2025-03-29|other_mammal|D1.1,USA,CO,Larimer,2025-03-29,USA_CO_Larimer
SRR33476781|A/skunk/CO/25-012814-001/2025|H5N1|USA-CO|Weld|2025-04-15|other_mammal|D1.1,USA,CO,Weld,2025-04-15,USA_CO_Weld
SRR33508713|A/snow_goose/CO/25-000364-002/2025|H5N1|USA-CO|Prowers|2024-12-24|wild_avian|D1.1,USA,CO,Prowers,2024-12-24,USA_CO_Prowers
SRR33508714|A/red_tailed_hawk/CO/25-000364-001/2025|H5N1|USA-CO|Prowers|2024-12-20|wild_avian|D1.1,USA,CO,Prowers,2024-12-20,USA_CO_Prowers
SRR33508806|A/cackling_goose/CO/25-004845-001/2025|H5N1|USA-CO|Adams|2025-02-11|wild_avian|D1.1,USA,CO,Adams,2025-02-11,USA_CO_Adams
SRR33508808|A/cackling_goose/CO/25-004844-001/2025|H5N1|USA-CO|Denver|2025-02-11|wild_avian|D1.1,USA,CO,Denver,2025-02-11,USA_CO_Denver
SRR33508809|A/cackling_goose/CO/25-004842-001/2025|H5N1|USA-CO|Denver|2025-02-11|wild_avian|D1.1,USA,CO,Denver,2025-02-11,USA_CO_Denver
SRR34491388|A/red_tailed_hawk/CO/24-035923-001/2024|H5N1|USA-CO|Larimer|2024-12-02|wild_avian|D1.1,USA,CO,Larimer,2024-12-02,USA_CO_Larimer
SRR34491429|A/red_tailed_hawk/CO/24-036851-001/2024|H5N1|USA-CO|Larimer|2024-12-08|wild_avian|D1.1,USA,CO,Larimer,2024-12-08,USA_CO_Larimer
SRR34491463|A/Peregrine_falcon/CO/24-036319-001/2024|H5N1|USA-CO|Douglas|2024-11-24|wild_avian|D1.1,USA,CO,Douglas,2024-11-24,USA_CO_Douglas
SRR36211975|A/mallard_duck/CO/25G02242-003/2025|H5N1|USA-CO|Jackson|2025-10-04|wild_avian|D1.1,USA,CO,Jackson,2025-10-04,USA_CO_Jackson
SRR36212071|A/gadwall/CO/25-024716-001/2025|H5N1|USA-CO|Saguache|2025-09-02|wild_avian|D1.1,USA,CO,Saguache,2025-09-02,USA_CO_Saguache
SRR36212302|A/canada_goose/CO/25G02439-001/2025|H5N1|USA-CO|Weld|2025-10-14|wild_avian|D1.1,USA,CO,Weld,2025-10-14,USA_CO_Weld
SRR36406276|A/snow_goose/CO/25G04393-001/2025|H5N1|USA-CO|Sedgwick|2025-11-12|wild_avian|D1.1,USA,CO,Sedgwick,2025-11-12,USA_CO_Sedgwick
SRR36406431|A/snow_goose/CO/25G04394-001/2025|H5N1|USA-CO|Morgan|2025-11-12|wild_avian|D1.1,USA,CO,Morgan,2025-11-12,USA_CO_Morgan
SRR36538318|A/canada_goose/CO/25G04853-001/2025|H5N1|USA-CO|Larimer|2025-11-18|wild_avian|D1.1,USA,CO,Larimer,2025-11-18,USA_CO_Larimer
SRR36617241|A/great_horned_owl/CO/24-037875-001/2024|H5N1|USA-CO|Larimer|2024-12-13|wild_avian|D1.1,USA,CO,Larimer,2024-12-13,USA_CO_Larimer
SRR36617243|A/snow_goose/CO/24-037874-002/2024|H5N1|USA-CO|Morgan|2024-12-05|wild_avian|D1.1,USA,CO,Morgan,2024-12-05,USA_CO_Morgan
SRR36617244|A/snow_goose/CO/24-037874-001/2024|H5N1|USA-CO|Morgan|2024-12-05|wild_avian|D1.1,USA,CO,Morgan,2024-12-05,USA_CO_Morgan
SRR36617419|A/cackling_goose/CO/24-038161-001/2024|H5N1|USA-CO|Weld|2024-12-16|wild_avian|D1.1,USA,CO,Weld,2024-12-16,USA_CO_Weld
SRR36617491|A/Peregrine_falcon/CO/25-019366-001/2024|H5N1|USA-CO|Denver|2024-11-24|wild_avian|D1.1,USA,CO,Denver,2024-11-24,USA_CO_Denver
SRR36617493|A/golden_eagle/CO/25-010611-001/2024|H5N1|USA-CO|Morgan|2024-11-15|wild_avian|D1.1,USA,CO,Morgan,2024-11-15,USA_CO_Morgan
SRR36617718|A/snow_goose/CO/25-000365-002/2024|H5N1|USA-CO|Pueblo|2024-12-28|wild_avian|D1.1,USA,CO,Pueblo,2024-12-28,USA_CO_Pueblo
SRR36617742|A/snow_goose/CO/24-038748-001/2024|H5N1|USA-CO|Boulder|2024-12-19|wild_avian|D1.1,USA,CO,Boulder,2024-12-19,USA_CO_Boulder
SRR36617761|A/canada_goose/CO/24-038743-001/2024|H5N1|USA-CO|Boulder|2024-12-19|wild_avian|D1.1,USA,CO,Boulder,2024-12-19,USA_CO_Boulder
SRR36617816|A/red_tailed_hawk/CO/24-037418-001/2024|H5N1|USA-CO|Weld|2024-12-10|wild_avian|D1.1,USA,CO,Weld,2024-12-10,USA_CO_Weld
SRR36617848|A/snow_goose/CO/24-036616-001/2024|H5N1|USA-CO|Logan|2024-12-02|wild_avian|D1.1,USA,CO,Logan,2024-12-02,USA_CO_Logan
SRR36617995|A/red_tailed_hawk/CO/24-038833-001/2024|H5N1|USA-CO|Larimer|2024-12-11|wild_avian|D1.1,USA,CO,Larimer,2024-12-11,USA_CO_Larimer
SRR36628636|A/bald_eagle/CO/24-037419-001/2024|H5N1|USA-CO|Broomfield|2024-12-07|wild_avian|D1.1,USA,CO,Broomfield,2024-12-07,USA_CO_Broomfield
SRR31820758|A/chicken/CO/24-036613-001-original/2024|H5N1|USA-CO|Unknown|2024-12-04|domestic_avian|D1.1,USA,CO,Unknown,2024-12-04,USA_CO_Unknown
SRR32006056|A/Bobcat/CO/24-038835-001-original/2024|H5N1|USA-CO|Unknown|2024-12-20|feline|D1.1,USA,CO,Unknown,2024-12-20,USA_CO_Unknown
SRR32415133|A/chicken/CO/25-004076-001-original/2025|H5N1|USA-CO|Unknown|2025-01-30|domestic_avian|D1.1,USA,CO,Unknown,2025-01-30,USA_CO_Unknown
SRR32416329|A/Great_Horned_Owl/CO/25-002313-001-original/2025|H5N1|USA-CO|Unknown|2025-01-17|wild_avian|D1.1,USA,CO,Unknown,2025-01-17,USA_CO_Unknown
SRR32416377|A/Cackling_Goose/CO/25-002314-001-original/2025|H5N1|USA-CO|Unknown|2025-01-18|wild_avian|D1.1,USA,CO,Unknown,2025-01-18,USA_CO_Unknown
SRR32416440|A/Hawk/CO/25-002315-001-original/2025|H5N1|USA-CO|Unknown|2025-01-17|wild_avian|D1.1,USA,CO,Unknown,2025-01-17,USA_CO_Unknown
SRR32416444|A/Red-tailed_Hawk/CO/25-003477-001-original/2025|H5N1|USA-CO|Unknown|2025-01-27|wild_avian|D1.1,USA,CO,Unknown,2025-01-27,USA_CO_Unknown
SRR32416445|A/Red-tailed_Hawk/CO/25-003294-001-original/2025|H5N1|USA-CO|Unknown|2025-01-25|wild_avian|D1.1,USA,CO,Unknown,2025-01-25,USA_CO_Unknown
SRR32416447|A/Red-tailed_Hawk/CO/25-002984-001-original/2025|H5N1|USA-CO|Unknown|2025-01-22|wild_avian|D1.1,USA,CO,Unknown,2025-01-22,USA_CO_Unknown
SRR32512898|A/chicken/CO/25-004840-003-original/2025|H5N1|USA-CO|Unknown|2025-02-06|domestic_avian|D1.1,USA,CO,Unknown,2025-02-06,USA_CO_Unknown
SRR32653602|A/Red-tailed_Hawk/CO/25-005218-001-original/2025|H5N1|USA-CO|Unknown|2025-02-09|wild_avian|D1.1,USA,CO,Unknown,2025-02-09,USA_CO_Unknown
SRR32653657|A/goose/CO/25-005221-001-original/2025|H5N1|USA-CO|Unknown|2025-02-10|domestic_avian|D1.1,USA,CO,Unknown,2025-02-10,USA_CO_Unknown
SRR32653662|A/Great_Horned_Owl/CO/25-004841-001-original/2025|H5N1|USA-CO|Unknown|2025-02-05|wild_avian|D1.1,USA,CO,Unknown,2025-02-05,USA_CO_Unknown
SRR32653670|A/Canada_Goose/CO/25-005220-001-original/2025|H5N1|USA-CO|Unknown|2025-02-07|wild_avian|D1.1,USA,CO,Unknown,2025-02-07,USA_CO_Unknown
SRR32654096|A/Canada_Goose/CO/25-001845-001-original/2025|H5N1|USA-CO|Unknown|2025-01-13|wild_avian|D1.1,USA,CO,Unknown,2025-01-13,USA_CO_Unknown
SRR32804534|A/Great_Horned_Owl/CO/25-007031-001-original/2025|H5N1|USA-CO|Unknown|2025-02-24|wild_avian|D1.1,USA,CO,Unknown,2025-02-24,USA_CO_Unknown
SRR32804535|A/Cackling_Goose/CO/25-007029-001-original/2025|H5N1|USA-CO|Unknown|2025-02-24|wild_avian|D1.1,USA,CO,Unknown,2025-02-24,USA_CO_Unknown
SRR32804577|A/Great_Horned_Owl/CO/25-006740-001-original/2025|H5N1|USA-CO|Unknown|2025-02-20|wild_avian|D1.1,USA,CO,Unknown,2025-02-20,USA_CO_Unknown
SRR32804605|A/Red-tailed_Hawk/CO/25-004539-001-original/2025|H5N1|USA-CO|Unknown|2025-02-04|wild_avian|D1.1,USA,CO,Unknown,2025-02-04,USA_CO_Unknown
SRR32804606|A/Great_Horned_Owl/CO/25-004536-001-original/2025|H5N1|USA-CO|Unknown|2025-02-03|wild_avian|D1.1,USA,CO,Unknown,2025-02-03,USA_CO_Unknown
SRR32868764|A/Red-tailed_Hawk/CO/25-007671-001-original/2025|H5N1|USA-CO|Unknown|2025-02-27|wild_avian|D1.1,USA,CO,Unknown,2025-02-27,USA_CO_Unknown
SRR32868872|A/Great_Horned_Owl/CO/25-007665-001-original/2025|H5N1|USA-CO|Unknown|2025-02-28|wild_avian|D1.1,USA,CO,Unknown,2025-02-28,USA_CO_Unknown
SRR32974001|A/Skunk/CO/25-009387-001-original/2025|H5N1|USA-CO|Unknown|2025-03-12|other_mammal|D1.1,USA,CO,Unknown,2025-03-12,USA_CO_Unknown
SRR32974009|A/cat/CO/25-005222-001-original-repeat2/2025|H5N1|USA-CO|Unknown|2025-01-31|feline|D1.1,USA,CO,Unknown,2025-01-31,USA_CO_Unknown
SRR32974023|A/Red-tailed_Hawk/CO/25-008905-001-original/2025|H5N1|USA-CO|Unknown|2025-03-11|wild_avian|D1.1,USA,CO,Unknown,2025-03-11,USA_CO_Unknown
SRR33029820|A/goose/CO/25-002572-001-original/2025|H5N1|USA-CO|Unknown|2025-01-18|domestic_avian|D1.1,USA,CO,Unknown,2025-01-18,USA_CO_Unknown
SRR33125132|A/Red-tailed_Hawk/CO/25-004081-001-original/2025|H5N1|USA-CO|Unknown|2025-01-31|wild_avian|D1.1,USA,CO,Unknown,2025-01-31,USA_CO_Unknown
SRR33319039|A/Red-tailed_Hawk/CO/25-010964-001-original/2025|H5N1|USA-CO|Unknown|2025-03-21|wild_avian|D1.1,USA,CO,Unknown,2025-03-21,USA_CO_Unknown
SRR33370182|A/Skunk/CO/25-012361-001-original/2025|H5N1|USA-CO|Unknown|2025-04-09|other_mammal|D1.1,USA,CO,Unknown,2025-04-09,USA_CO_Unknown
SRR33370200|A/cat/CO/25-012358-001-original/2025|H5N1|USA-CO|Unknown|2025-04-04|feline|D1.1,USA,CO,Unknown,2025-04-04,USA_CO_Unknown
SRR33508736|A/Red-tailed_Hawk/CO/25-010882-001-original/2025|H5N1|USA-CO|Unknown|2025-03-26|wild_avian|D1.1,USA,CO,Unknown,2025-03-26,USA_CO_Unknown
SRR33508756|A/Red-tailed_Hawk/CO/25-010613-001-original/2025|H5N1|USA-CO|Unknown|2025-03-11|wild_avian|D1.1,USA,CO,Unknown,2025-03-11,USA_CO_Unknown
SRR33508796|A/Canada_Goose/CO/25-004961-001-original/2025|H5N1|USA-CO|Unknown|2025-02-05|wild_avian|D1.1,USA,CO,Unknown,2025-02-05,USA_CO_Unknown
SRR33565205|A/Turkey_Vulture/CO/25-013659-001-original/2025|H5N1|USA-CO|Unknown|2025-04-22|wild_avian|D1.1,USA,CO,Unknown,2025-04-22,USA_CO_Unknown
SRR33993061|A/Red_Fox/CO/25-017245-001-original/2025|H5N1|USA-CO|Unknown|2025-05-29|other_mammal|D1.1,USA,CO,Unknown,2025-05-29,USA_CO_Unknown
SRR34710266|A/Red-tailed_Hawk/CO/25-019366-002-original/2025|H5N1|USA-CO|Unknown|2025-04-10|wild_avian|D1.1,USA,CO,Unknown,2025-04-10,USA_CO_Unknown
SRR35705703|A/Green-winged_Teal/CO/25-024716-014-original/2025|H5N1|USA-CO|Unknown|2025-09-02|wild_avian|D1.1,USA,CO,Unknown,2025-09-02,USA_CO_Unknown
SRR35705775|A/Gadwall/CO/25-024716-010-original/2025|H5N1|USA-CO|Unknown|2025-09-02|wild_avian|D1.1,USA,CO,Unknown,2025-09-02,USA_CO_Unknown
SRR35705815|A/Mallard_Duck/CO/25-024718-003-original/2025|H5N1|USA-CO|Unknown|2025-09-04|wild_avian|D1.1,USA,CO,Unknown,2025-09-04,USA_CO_Unknown
SRR36203303|A/Red-tailed_Hawk/CO/25G03764-001-original/2025|H5N1|USA-CO|Unknown|2025-11-06|wild_avian|D1.1,USA,CO,Unknown,2025-11-06,USA_CO_Unknown
SRR36203372|A/Canada_Goose/CO/25G03594-001-original/2025|H5N1|USA-CO|Unknown|2025-10-28|wild_avian|D1.1,USA,CO,Unknown,2025-10-28,USA_CO_Unknown
SRR36209070|A/Turkey_Vulture/CO/25G02840-001-original/2025|H5N1|USA-CO|Unknown|2025-10-23|wild_avian|D1.1,USA,CO,Unknown,2025-10-23,USA_CO_Unknown
SRR36209078|A/Red-Tailed_Hawk/CO/25G03180-001-original/2025|H5N1|USA-CO|Unknown|2025-10-26|wild_avian|D1.1,USA,CO,Unknown,2025-10-26,USA_CO_Unknown
SRR36211696|A/blue-winged_Teal/CO/25-025266-004-original/2025|H5N1|USA-CO|Unknown|2025-09-13|wild_avian|D1.1,USA,CO,Unknown,2025-09-13,USA_CO_Unknown
SRR36211706|A/Great_horned_Owl/CO/25G02154-001-original/2025|H5N1|USA-CO|Unknown|2025-10-11|wild_avian|D1.1,USA,CO,Unknown,2025-10-11,USA_CO_Unknown
SRR36211834|A/Turkey_Vulture/CO/25-025742-001-original/2025|H5N1|USA-CO|Unknown|2025-09-18|wild_avian|D1.1,USA,CO,Unknown,2025-09-18,USA_CO_Unknown
SRR36211965|A/blue-winged_Teal/CO/25-025266-002-original/2025|H5N1|USA-CO|Unknown|2025-09-13|wild_avian|D1.1,USA,CO,Unknown,2025-09-13,USA_CO_Unknown
SRR36212114|A/Wild_Turkey/CO/25-025866-001-original/2025|H5N1|USA-CO|Unknown|2025-09-19|wild_avian|D1.1,USA,CO,Unknown,2025-09-19,USA_CO_Unknown
SRR36212315|A/Canada_Goose/CO/25G02153-002-original/2025|H5N1|USA-CO|Unknown|2025-10-14|wild_avian|D1.1,USA,CO,Unknown,2025-10-14,USA_CO_Unknown
SRR36212347|A/Red-tailed_Hawk/CO/25G01945-001-original/2025|H5N1|USA-CO|Unknown|2025-10-06|wild_avian|D1.1,USA,CO,Unknown,2025-10-06,USA_CO_Unknown
SRR36212372|A/American_wigeon/CO/25G02245-003-original/2025|H5N1|USA-CO|Unknown|2025-10-11|wild_avian|D1.1,USA,CO,Unknown,2025-10-11,USA_CO_Unknown
SRR36212375|A/American_green-winged_Teal/CO/25G02249-001-original/2025|H5N1|USA-CO|Unknown|2025-10-04|wild_avian|D1.1,USA,CO,Unknown,2025-10-04,USA_CO_Unknown
SRR36212389|A/Turkey_Vulture/CO/25G01381-001-original/2025|H5N1|USA-CO|Unknown|2025-09-23|wild_avian|D1.1,USA,CO,Unknown,2025-09-23,USA_CO_Unknown
SRR36212521|A/Mallard_Duck/CO/25-025267-001-original/2025|H5N1|USA-CO|Unknown|2025-09-09|wild_avian|D1.1,USA,CO,Unknown,2025-09-09,USA_CO_Unknown
SRR32416474|A/mallard/CT/25-003319-003/2025|H5N1|USA-CT|Middlesex|2025-01-27|wild_avian|D1.1,USA,CT,Middlesex,2025-01-27,USA_CT_Middlesex
SRR32512593|A/canada_goose/CT/25-004116-001/2025|H5N1|USA-CT|New_London|2025-01-30|wild_avian|D1.1,USA,CT,New_London,2025-01-30,USA_CT_New_London
SRR32512614|A/american_black_duck/CT/25-004298-002/2025|H5N1|USA-CT|New_Haven|2025-01-29|wild_avian|D1.1,USA,CT,New_Haven,2025-01-29,USA_CT_New_Haven
SRR32512673|A/american_black_duck/CT/25-003143-002/2025|H5N1|USA-CT|New_Haven|2025-01-23|wild_avian|D1.1,USA,CT,New_Haven,2025-01-23,USA_CT_New_Haven
SRR33508805|A/bald_eagle/CT/25-004859-001/2025|H5N1|USA-CT|Windham|2025-02-11|wild_avian|D1.1,USA,CT,Windham,2025-02-11,USA_CT_Windham
SRR32415094|A/Duck/CT/25-004193-001-original/2025|H5N1|USA-CT|Unknown|2025-02-04|domestic_avian|D1.1,USA,CT,Unknown,2025-02-04,USA_CT_Unknown
SRR32416370|A/Canada_Goose/CT/25-002429-001-original/2025|H5N1|USA-CT|Unknown|2025-01-22|wild_avian|D1.1,USA,CT,Unknown,2025-01-22,USA_CT_Unknown
SRR32653606|A/Red-tailed_Hawk/CT/25-004318-001-original/2025|H5N1|USA-CT|Unknown|2025-02-03|wild_avian|D1.1,USA,CT,Unknown,2025-02-03,USA_CT_Unknown
SRR32804568|A/Great_Blue_Heron/CT/25-006837-001-original/2025|H5N1|USA-CT|Unknown|2025-02-25|wild_avian|D1.1,USA,CT,Unknown,2025-02-25,USA_CT_Unknown
SRR32804573|A/Turkey_Vulture/CT/25-006834-001-original/2025|H5N1|USA-CT|Unknown|2025-02-25|wild_avian|D1.1,USA,CT,Unknown,2025-02-25,USA_CT_Unknown
SRR32973988|A/Bald_Eagle/CT/25-007116-001-original-repeat/2025|H5N1|USA-CT|Unknown|2025-02-09|wild_avian|D1.1,USA,CT,Unknown,2025-02-09,USA_CT_Unknown
SRR33029795|A/Sparrow/CT/25-004323-001-original/2025|H5N1|USA-CT|Unknown|2025-02-01|wild_avian|D1.1,USA,CT,Unknown,2025-02-01,USA_CT_Unknown
SRR33029808|A/Mallard/CT/25-010197-001-original/2025|H5N1|USA-CT|Unknown|2025-03-18|wild_avian|D1.1,USA,CT,Unknown,2025-03-18,USA_CT_Unknown
SRR33029814|A/Mallard/CT/25-002632-002-original/2025|H5N1|USA-CT|Unknown|2025-01-07|wild_avian|D1.1,USA,CT,Unknown,2025-01-07,USA_CT_Unknown
SRR33029816|A/Mallard/CT/25-002633-001-original-repeat/2025|H5N1|USA-CT|Unknown|2025-01-04|wild_avian|D1.1,USA,CT,Unknown,2025-01-04,USA_CT_Unknown
SRR33029817|A/Hooded_Merganser/CT/25-002469-001-original/2025|H5N1|USA-CT|Unknown|2025-01-22|wild_avian|D1.1,USA,CT,Unknown,2025-01-22,USA_CT_Unknown
SRR33029833|A/American_Black_Duck/CT/25-002460-001-original/2025|H5N1|USA-CT|Unknown|2025-01-14|wild_avian|D1.1,USA,CT,Unknown,2025-01-14,USA_CT_Unknown
SRR33029856|A/American_Black_Duck/CT/25-002453-003-original/2025|H5N1|USA-CT|Unknown|2025-01-08|wild_avian|D1.1,USA,CT,Unknown,2025-01-08,USA_CT_Unknown
SRR33125072|A/Great_Horned_Owl/CT/25-005886-001-original/2025|H5N1|USA-CT|Unknown|2025-02-04|wild_avian|D1.1,USA,CT,Unknown,2025-02-04,USA_CT_Unknown
SRR33125138|A/Red-shouldered_Hawk/CT/25-005885-001-original/2025|H5N1|USA-CT|Unknown|2025-02-04|wild_avian|D1.1,USA,CT,Unknown,2025-02-04,USA_CT_Unknown
